cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
3.63	3.63	3.63	3.63	3.11	3.63	3.63	3.63	3.63	3.63	3.63	5.19
3.63	3.63	3.63	3.63	2.79	3.63	3.63	3.63	3.63	3.63	3.63	3.69
3.63	3.63	3.63	3.63	4.48	3.63	3.63	3.63	3.63	3.63	3.63	5.93
3.63	3.63	3.63	3.63	1.01	3.63	3.63	3.63	3.63	3.63	3.63	2.52
3.63	3.63	3.63	3.63	3.13	3.63	3.63	3.63	3.63	3.63	3.63	4.58
3.63	3.63	3.63	3.63	3.15	3.63	3.63	3.63	3.63	3.63	3.63	3.89
3.63	3.63	3.63	3.63	2.31	3.63	3.63	3.63	3.63	3.63	3.63	2.45
3.63	3.63	3.63	3.63	3.45	3.63	3.63	3.63	3.63	3.63	3.63	4.5
3.64	3.64	3.64	3.64	3.69	3.64	3.64	3.64	3.64	3.64	3.64	2.11
3.64	3.64	3.64	3.64	6.34	3.64	3.64	3.64	3.64	3.64	3.64	4.05
3.64	3.64	3.64	3.64	4.25	3.64	3.64	3.64	3.64	3.64	3.64	3.15
3.64	3.64	3.64	3.64	3.62	3.64	3.64	3.64	3.64	3.64	3.64	4.57
3.64	3.64	3.64	3.64	2.6	3.64	3.64	3.64	3.64	3.64	3.64	3.88
3.64	3.64	3.64	3.64	2.7	3.64	3.64	3.64	3.64	3.64	3.64	4.23
3.64	3.64	3.64	3.64	3	3.64	3.64	3.64	3.64	3.64	3.64	3.54
3.64	3.64	3.64	3.64	4.13	3.64	3.64	3.64	3.64	3.64	3.64	1.47
3.64	3.64	3.64	3.64	5.1	3.64	3.64	3.64	3.64	3.64	3.64	4.46
3.64	3.64	3.64	3.64	5.12	3.64	3.64	3.64	3.64	3.64	3.64	4.89
3.65	3.65	3.65	3.65	3.93	3.65	3.65	3.65	3.65	3.65	3.65	4.2
3.65	3.65	3.65	3.65	2.79	3.65	3.65	3.65	3.65	3.65	3.65	4.39
3.65	3.65	3.65	3.65	2.68	3.65	3.65	3.65	3.65	3.65	3.65	1.77
3.65	3.65	3.65	3.65	3.28	3.65	3.65	3.65	3.65	3.65	3.65	3.18
3.65	3.65	3.65	3.65	3.9	3.65	3.65	3.65	3.65	3.65	3.65	2.29
3.65	3.65	3.65	3.65	4.87	3.65	3.65	3.65	3.65	3.65	3.65	3.85
3.65	3.65	3.65	3.65	4.05	3.65	3.65	3.65	3.65	3.65	3.65	4.5
3.65	3.65	3.65	3.65	3.64	3.65	3.65	3.65	3.65	3.65	3.65	2.36
3.65	3.65	3.65	3.65	3.11	3.65	3.65	3.65	3.65	3.65	3.65	4.62
3.65	3.65	3.65	3.65	4.32	3.65	3.65	3.65	3.65	3.65	3.65	4.7
3.66	3.66	3.66	3.66	4.25	3.66	3.66	3.66	3.66	3.66	3.66	3.82
3.66	3.66	3.66	3.66	3.85	3.66	3.66	3.66	3.66	3.66	3.66	3.43
3.66	3.66	3.66	3.66	2.52	3.66	3.66	3.66	3.66	3.66	3.66	3.84
3.66	3.66	3.66	3.66	4.13	3.66	3.66	3.66	3.66	3.66	3.66	5.85
3.66	3.66	3.66	3.66	3.42	3.66	3.66	3.66	3.66	3.66	3.66	2.11
3.66	3.66	3.66	3.66	4.51	3.66	3.66	3.66	3.66	3.66	3.66	1.78
3.66	3.66	3.66	3.66	4.13	3.66	3.66	3.66	3.66	3.66	3.66	3.36
3.66	3.66	3.66	3.66	3.96	3.66	3.66	3.66	3.66	3.66	3.66	1.84
3.66	3.66	3.66	3.66	3.55	3.66	3.66	3.66	3.66	3.66	3.66	3.25
3.66	3.66	3.66	3.66	2.96	3.66	3.66	3.66	3.66	3.66	3.66	2.3
3.67	3.67	3.67	3.67	4.44	3.67	3.67	3.67	3.67	3.67	3.67	2.19
3.67	3.67	3.67	3.67	3.03	3.67	3.67	3.67	3.67	3.67	3.67	3.07
3.67	3.67	3.67	3.67	3.04	3.67	3.67	3.67	3.67	3.67	3.67	3.82
3.67	3.67	3.67	3.67	3.14	3.67	3.67	3.67	3.67	3.67	3.67	1.4
3.67	3.67	3.67	3.67	4.73	3.67	3.67	3.67	3.67	3.67	3.67	3.04
3.67	3.67	3.67	3.67	2.87	3.67	3.67	3.67	3.67	3.67	3.67	4.57
3.67	3.67	3.67	3.67	2.79	3.67	3.67	3.67	3.67	3.67	3.67	4.93
3.67	3.67	3.67	3.67	3.43	3.67	3.67	3.67	3.67	3.67	3.67	2.87
3.67	3.67	3.67	3.67	3.94	3.67	3.67	3.67	3.67	3.67	3.67	4
3.67	3.67	3.67	3.67	5.51	3.67	3.67	3.67	3.67	3.67	3.67	2.98
3.68	3.68	3.68	3.68	3.27	3.68	3.68	3.68	3.68	3.68	3.68	4.56
3.68	3.68	3.68	3.68	5.02	3.68	3.68	3.68	3.68	3.68	3.68	5.17
3.68	3.68	3.68	3.68	2.3	3.68	3.68	3.68	3.68	3.68	3.68	3.61
3.68	3.68	3.68	3.68	2.05	3.68	3.68	3.68	3.68	3.68	3.68	3.61
3.68	3.68	3.68	3.68	3.47	3.68	3.68	3.68	3.68	3.68	3.68	2.24
3.68	3.68	3.68	3.68	3.71	3.68	3.68	3.68	3.68	3.68	3.68	3.47
3.68	3.68	3.68	3.68	4.88	3.68	3.68	3.68	3.68	3.68	3.68	1.14
3.68	3.68	3.68	3.68	3.25	3.68	3.68	3.68	3.68	3.68	3.68	6.18
3.68	3.68	3.68	3.68	3.32	3.68	3.68	3.68	3.68	3.68	3.68	5.75
3.68	3.68	3.68	3.68	3.16	3.68	3.68	3.68	3.68	3.68	3.68	7.61
3.69	3.69	3.69	3.69	3.11	3.69	3.69	3.69	3.69	3.69	3.69	4.78
3.69	3.69	3.69	3.69	3.93	3.69	3.69	3.69	3.69	3.69	3.69	5.22
3.69	3.69	3.69	3.69	5.64	3.69	3.69	3.69	3.69	3.69	3.69	2.77
3.69	3.69	3.69	3.69	3.26	3.69	3.69	3.69	3.69	3.69	3.69	0.33
3.69	3.69	3.69	3.69	4.26	3.69	3.69	3.69	3.69	3.69	3.69	3.98
3.69	3.69	3.69	3.69	3.06	3.69	3.69	3.69	3.69	3.69	3.69	3.59
3.69	3.69	3.69	3.69	2.75	3.69	3.69	3.69	3.69	3.69	3.69	4.62
3.69	3.69	3.69	3.69	2.18	3.69	3.69	3.69	3.69	3.69	3.69	0.88
3.69	3.69	3.69	3.69	2.39	3.69	3.69	3.69	3.69	3.69	3.69	3.93
3.69	3.69	3.69	3.69	3.6	3.69	3.69	3.69	3.69	3.69	3.69	2.34
3.7	3.7	3.7	3.7	3.52	3.7	3.7	3.7	3.7	3.7	3.7	5.78
3.7	3.7	3.7	3.7	4.59	3.7	3.7	3.7	3.7	3.7	3.7	5.5
3.7	3.7	3.7	3.7	5.31	3.7	3.7	3.7	3.7	3.7	3.7	3.03
3.7	3.7	3.7	3.7	3.76	3.7	3.7	3.7	3.7	3.7	3.7	4.76
3.7	3.7	3.7	3.7	4.75	3.7	3.7	3.7	3.7	3.7	3.7	2.55
3.7	3.7	3.7	3.7	2.97	3.7	3.7	3.7	3.7	3.7	3.7	3.74
3.7	3.7	3.7	3.7	3.41	3.7	3.7	3.7	3.7	3.7	3.7	2
3.7	3.7	3.7	3.7	4.15	3.7	3.7	3.7	3.7	3.7	3.7	2.05
3.7	3.7	3.7	3.7	3.12	3.7	3.7	3.7	3.7	3.7	3.7	2.25
3.7	3.7	3.7	3.7	5.01	3.7	3.7	3.7	3.7	3.7	3.7	2.05
3.71	3.71	3.71	3.71	3.21	3.71	3.71	3.71	3.71	3.71	3.71	3.91
3.71	3.71	3.71	3.71	3.51	3.71	3.71	3.71	3.71	3.71	3.71	4.28
3.71	3.71	3.71	3.71	3.17	3.71	3.71	3.71	3.71	3.71	3.71	2.68
3.71	3.71	3.71	3.71	2.51	3.71	3.71	3.71	3.71	3.71	3.71	5.58
3.71	3.71	3.71	3.71	3.33	3.71	3.71	3.71	3.71	3.71	3.71	2.41
3.71	3.71	3.71	3.71	4.36	3.71	3.71	3.71	3.71	3.71	3.71	3.87
3.71	3.71	3.71	3.71	6.04	3.71	3.71	3.71	3.71	3.71	3.71	2.92
3.71	3.71	3.71	3.71	2.55	3.71	3.71	3.71	3.71	3.71	3.71	3.68
3.71	3.71	3.71	3.71	3.47	3.71	3.71	3.71	3.71	3.71	3.71	2.56
3.71	3.71	3.71	3.71	3.35	3.71	3.71	3.71	3.71	3.71	3.71	3.16
3.72	3.72	3.72	3.72	2.02	3.72	3.72	3.72	3.72	3.72	3.72	3.26
3.72	3.72	3.72	3.72	5.01	3.72	3.72	3.72	3.72	3.72	3.72	3.68
3.72	3.72	3.72	3.72	4.85	3.72	3.72	3.72	3.72	3.72	3.72	6.83
3.72	3.72	3.72	3.72	2.69	3.72	3.72	3.72	3.72	3.72	3.72	4.82
3.72	3.72	3.72	3.72	2.43	3.72	3.72	3.72	3.72	3.72	3.72	3.76
3.72	3.72	3.72	3.72	4.69	3.72	3.72	3.72	3.72	3.72	3.72	4.08
3.72	3.72	3.72	3.72	3.72	3.72	3.72	3.72	3.72	3.72	3.72	3.35
3.72	3.72	3.72	3.72	1.87	3.72	3.72	3.72	3.72	3.72	3.72	1.08
3.72	3.72	3.72	3.72	4.64	3.72	3.72	3.72	3.72	3.72	3.72	7.32
3.72	3.72	3.72	3.72	3.55	3.72	3.72	3.72	3.72	3.72	3.72	2.26
3.73	3.73	3.73	3.73	4.14	3.73	3.73	3.73	3.73	3.73	3.73	6.69
3.73	3.73	3.73	3.73	3.39	3.73	3.73	3.73	3.73	3.73	3.73	2.85
3.73	3.73	3.73	3.73	4.82	3.73	3.73	3.73	3.73	3.73	3.73	2.27
3.73	3.73	3.73	3.73	1.96	3.73	3.73	3.73	3.73	3.73	3.73	4.74
3.73	3.73	3.73	3.73	4.43	3.73	3.73	3.73	3.73	3.73	3.73	4.72
3.73	3.73	3.73	3.73	3.51	3.73	3.73	3.73	3.73	3.73	3.73	3.85
3.73	3.73	3.73	3.73	4.04	3.73	3.73	3.73	3.73	3.73	3.73	5.22
3.73	3.73	3.73	3.73	3.67	3.73	3.73	3.73	3.73	3.73	3.73	4.59
3.73	3.73	3.73	3.73	4	3.73	3.73	3.73	3.73	3.73	3.73	0.37
3.73	3.73	3.73	3.73	1.25	3.73	3.73	3.73	3.73	3.73	3.73	3.03
3.74	3.74	3.74	3.74	4.63	3.74	3.74	3.74	3.74	3.74	3.74	7.08
3.74	3.74	3.74	3.74	2.53	3.74	3.74	3.74	3.74	3.74	3.74	4.08
3.74	3.74	3.74	3.74	4.57	3.74	3.74	3.74	3.74	3.74	3.74	4.61
3.74	3.74	3.74	3.74	5.19	3.74	3.74	3.74	3.74	3.74	3.74	2.35
3.74	3.74	3.74	3.74	2.29	3.74	3.74	3.74	3.74	3.74	3.74	3.44
3.74	3.74	3.74	3.74	5.19	3.74	3.74	3.74	3.74	3.74	3.74	3.29
3.74	3.74	3.74	3.74	3.82	3.74	3.74	3.74	3.74	3.74	3.74	3.37
3.74	3.74	3.74	3.74	2.77	3.74	3.74	3.74	3.74	3.74	3.74	4.62
3.74	3.74	3.74	3.74	2.9	3.74	3.74	3.74	3.74	3.74	3.74	3.9
3.74	3.74	3.74	3.74	2.73	3.74	3.74	3.74	3.74	3.74	3.74	5.32
3.75	3.75	3.75	3.75	3.3	3.75	3.75	3.75	3.75	3.75	3.75	2.86
3.75	3.75	3.75	3.75	4.2	3.75	3.75	3.75	3.75	3.75	3.75	4.14
3.75	3.75	3.75	3.75	2.39	3.75	3.75	3.75	3.75	3.75	3.75	2.38
3.75	3.75	3.75	3.75	3.15	3.75	3.75	3.75	3.75	3.75	3.75	4.04
3.75	3.75	3.75	3.75	3.22	3.75	3.75	3.75	3.75	3.75	3.75	5.33
3.75	3.75	3.75	3.75	4.37	3.75	3.75	3.75	3.75	3.75	3.75	3.51
3.75	3.75	3.75	3.75	6.08	3.75	3.75	3.75	3.75	3.75	3.75	4.74
3.75	3.75	3.75	3.75	4.07	3.75	3.75	3.75	3.75	3.75	3.75	4.17
3.75	3.75	3.75	3.75	3.89	3.75	3.75	3.75	3.75	3.75	3.75	3.15
3.75	3.75	3.75	3.75	2.1	3.75	3.75	3.75	3.75	3.75	3.75	5.51
3.76	3.76	3.76	3.76	5.23	3.76	3.76	3.76	3.76	3.76	3.76	4.19
3.76	3.76	3.76	3.76	4.41	3.76	3.76	3.76	3.76	3.76	3.76	4.03
3.76	3.76	3.76	3.76	3.5	3.76	3.76	3.76	3.76	3.76	3.76	2.29
3.76	3.76	3.76	3.76	4.93	3.76	3.76	3.76	3.76	3.76	3.76	4.17
3.76	3.76	3.76	3.76	1.87	3.76	3.76	3.76	3.76	3.76	3.76	2.72
3.76	3.76	3.76	3.76	2.31	3.76	3.76	3.76	3.76	3.76	3.76	3.64
3.76	3.76	3.76	3.76	3.95	3.76	3.76	3.76	3.76	3.76	3.76	3.55
3.76	3.76	3.76	3.76	2.72	3.76	3.76	3.76	3.76	3.76	3.76	3.72
3.76	3.76	3.76	3.76	4.13	3.76	3.76	3.76	3.76	3.76	3.76	2.4
3.76	3.76	3.76	3.76	4.24	3.76	3.76	3.76	3.76	3.76	3.76	1.13
3.77	3.77	3.77	3.77	3.9	3.77	3.77	3.77	3.77	3.77	3.77	4.7
3.77	3.77	3.77	3.77	4.1	3.77	3.77	3.77	3.77	3.77	3.77	5.95
3.77	3.77	3.77	3.77	2.71	3.77	3.77	3.77	3.77	3.77	3.77	5.69
3.77	3.77	3.77	3.77	3.95	3.77	3.77	3.77	3.77	3.77	3.77	3.38
3.77	3.77	3.77	3.77	4.83	3.77	3.77	3.77	3.77	3.77	3.77	5.24
3.77	3.77	3.77	3.77	4.54	3.77	3.77	3.77	3.77	3.77	3.77	4.47
3.77	3.77	3.77	3.77	4.47	3.77	3.77	3.77	3.77	3.77	3.77	2.5
3.77	3.77	3.77	3.77	4.13	3.77	3.77	3.77	3.77	3.77	3.77	1.65
3.77	3.77	3.77	3.77	4.85	3.77	3.77	3.77	3.77	3.77	3.77	4.25
3.77	3.77	3.77	3.77	3.08	3.77	3.77	3.77	3.77	3.77	3.77	5.2
3.78	3.78	3.78	3.78	5	3.78	3.78	3.78	3.78	3.78	3.78	1.65
3.78	3.78	3.78	3.78	3.44	3.78	3.78	3.78	3.78	3.78	3.78	3.49
3.78	3.78	3.78	3.78	3.64	3.78	3.78	3.78	3.78	3.78	3.78	4.03
3.78	3.78	3.78	3.78	4.55	3.78	3.78	3.78	3.78	3.78	3.78	4.18
3.78	3.78	3.78	3.78	4.75	3.78	3.78	3.78	3.78	3.78	3.78	5.15
3.78	3.78	3.78	3.78	4.58	3.78	3.78	3.78	3.78	3.78	3.78	3.83
3.78	3.78	3.78	3.78	3.07	3.78	3.78	3.78	3.78	3.78	3.78	2.22
3.78	3.78	3.78	3.78	4.18	3.78	3.78	3.78	3.78	3.78	3.78	2.79
3.78	3.78	3.78	3.78	5.78	3.78	3.78	3.78	3.78	3.78	3.78	3.86
3.78	3.78	3.78	3.78	3.88	3.78	3.78	3.78	3.78	3.78	3.78	3.36
3.79	3.79	3.79	3.79	1.69	3.79	3.79	3.79	3.79	3.79	3.79	3.26
3.79	3.79	3.79	3.79	2.51	3.79	3.79	3.79	3.79	3.79	3.79	4.05
3.79	3.79	3.79	3.79	3.09	3.79	3.79	3.79	3.79	3.79	3.79	3.7
3.79	3.79	3.79	3.79	3.44	3.79	3.79	3.79	3.79	3.79	3.79	2.08
3.79	3.79	3.79	3.79	4.44	3.79	3.79	3.79	3.79	3.79	3.79	1.72
3.79	3.79	3.79	3.79	4.9	3.79	3.79	3.79	3.79	3.79	3.79	3.46
3.79	3.79	3.79	3.79	4.86	3.79	3.79	3.79	3.79	3.79	3.79	6.37
3.79	3.79	3.79	3.79	4.55	3.79	3.79	3.79	3.79	3.79	3.79	3.61
3.79	3.79	3.79	3.79	5.13	3.79	3.79	3.79	3.79	3.79	3.79	7.11
3.79	3.79	3.79	3.79	3.64	3.79	3.79	3.79	3.79	3.79	3.79	2.33
3.8	3.8	3.8	3.8	4.13	3.8	3.8	3.8	3.8	3.8	3.8	3.26
3.8	3.8	3.8	3.8	2.54	3.8	3.8	3.8	3.8	3.8	3.8	4.08
3.8	3.8	3.8	3.8	4.42	3.8	3.8	3.8	3.8	3.8	3.8	7.62
3.8	3.8	3.8	3.8	3.3	3.8	3.8	3.8	3.8	3.8	3.8	2.51
3.8	3.8	3.8	3.8	3.58	3.8	3.8	80	80	80	80	76.92
3.8	3.8	3.8	3.8	3.7	3.8	3.8	80	80	80	80	79.04
3.8	3.8	3.8	3.8	3.49	3.8	3.8	80	80	80	80	80.67
3.8	3.8	3.8	3.8	3.88	3.8	3.8	80	80	80	80	80.47
3.8	3.8	3.8	3.8	7.05	3.8	3.8	80	80	80	80	79.17
3.8	3.8	3.8	3.8	2.47	3.8	3.8	80	80	80	80	80.98
3.81	3.81	3.81	3.81	4.4	3.81	3.81	80	80	80	80	80.28
3.81	3.81	3.81	3.81	5.07	3.81	3.81	80	80	80	80	79.62
3.81	3.81	3.81	3.81	2.8	3.81	3.81	80	80	80	80	81.23
3.81	3.81	3.81	3.81	2.83	3.81	3.81	80	80	80	80	79.65
3.81	3.81	3.81	3.81	3.63	3.81	3.81	80	80	80	80	80.33
3.81	3.81	3.81	3.81	2.66	3.81	3.81	80	80	80	80	77.31
3.81	3.81	3.81	3.81	3.01	3.81	3.81	80	80	80	80	79.73
3.81	3.81	3.81	3.81	5.06	3.81	3.81	80	80	80	80	80.29
3.81	3.81	3.81	3.81	2.92	3.81	3.81	80	80	80	80	79.62
3.81	3.81	3.81	3.81	4.45	3.81	3.81	80	80	80	80	79.23
3.82	3.82	3.82	3.82	2.9	3.82	3.82	80	80	80	80	80.78
3.82	3.82	3.82	3.82	3.71	3.82	3.82	80	80	80	80	80.95
3.82	3.82	3.82	3.82	1.99	3.82	3.82	80	80	80	80	78.95
3.82	3.82	3.82	3.82	3.08	3.82	3.82	80	80	80	80	79.35
3.82	3.82	3.82	3.82	3.15	3.82	3.82	80	80	80	80	83.06
3.82	3.82	3.82	3.82	4.95	3.82	3.82	80	80	80	80	81.35
3.82	3.82	3.82	3.82	3.85	3.82	3.82	80	80	80	80	78.52
3.82	3.82	3.82	3.82	3.98	3.82	3.82	80	80	80	80	79.26
3.82	3.82	3.82	3.82	4.45	3.82	3.82	80	80	80	80	80.14
3.82	3.82	3.82	3.82	3.32	3.82	3.82	80	80	80	80	81.73
3.83	3.83	3.83	3.83	4.23	3.83	3.83	80	80	80	80	80.83
3.83	3.83	3.83	3.83	2.48	3.83	3.83	80	80	80	80	78
3.83	3.83	3.83	3.83	2.62	3.83	3.83	80	80	80	80	82.82
3.83	3.83	3.83	3.83	2.49	3.83	3.83	80	80	80	80	80.25
3.83	3.83	3.83	3.83	4.2	3.83	3.83	80	80	80	80	80.48
3.83	3.83	3.83	3.83	3.12	3.83	3.83	80	80	80	80	80.77
3.83	3.83	3.83	3.83	5.64	3.83	3.83	80	80	80	80	77.74
3.83	3.83	3.83	3.83	3.61	3.83	3.83	80	80	80	80	83.3
3.83	3.83	3.83	3.83	1.64	3.83	3.83	80	80	80	80	78.49
3.83	3.83	3.83	3.83	1.92	3.83	3.83	80	80	80	80	79.23
3.84	3.84	3.84	3.84	3.53	3.84	3.84	80	80	80	80	77.49
3.84	3.84	3.84	3.84	3.28	3.84	3.84	80	80	80	80	79.94
3.84	3.84	3.84	3.84	3.51	3.84	3.84	80	80	80	80	80.51
3.84	3.84	3.84	3.84	4.05	3.84	3.84	80	80	80	80	79.96
3.84	3.84	3.84	3.84	3.14	3.84	3.84	80	80	80	80	80.27
3.84	3.84	3.84	3.84	3.97	3.84	3.84	80	80	80	80	79.67
3.84	3.84	3.84	3.84	1.8	3.84	3.84	80	80	80	80	80.5
3.84	3.84	3.84	3.84	1.55	3.84	3.84	80	80	80	80	81.06
3.84	3.84	3.84	3.84	3.41	3.84	3.84	80	80	80	80	81.26
3.84	3.84	3.84	3.84	3.08	3.84	3.84	80	80	80	80	78.85
3.85	3.85	3.85	3.85	2.36	3.85	3.85	80	80	80	80	81.61
3.85	3.85	3.85	3.85	3.55	3.85	3.85	80	80	80	80	74.97
3.85	3.85	3.85	3.85	4.93	3.85	3.85	80	80	80	80	79.35
3.85	3.85	3.85	3.85	3.92	3.85	3.85	80	80	80	80	79.8
3.85	3.85	3.85	3.85	4.27	3.85	3.85	80	80	80	80	79.81
3.85	3.85	3.85	3.85	4.29	3.85	3.85	80	80	80	80	78.3
3.85	3.85	3.85	3.85	3.59	3.85	3.85	80	80	80	80	82.41
3.85	3.85	3.85	3.85	5.54	3.85	3.85	80	80	80	80	78.82
3.85	3.85	3.85	3.85	4.3	3.85	3.85	80	80	80	80	79.5
3.85	3.85	3.85	3.85	5.16	3.85	3.85	80	80	80	80	80.76
3.86	3.86	3.86	3.86	4.96	3.86	3.86	80	80	80	80	79.86
3.86	3.86	3.86	3.86	2.35	3.86	3.86	80	80	80	80	83.17
3.86	3.86	3.86	3.86	2.56	3.86	3.86	80	80	80	80	79.19
3.86	3.86	3.86	3.86	4.45	3.86	3.86	80	80	80	80	80.94
3.86	3.86	3.86	3.86	4.25	3.86	3.86	80	80	80	80	78.86
3.86	3.86	3.86	3.86	2.78	3.86	3.86	80	80	80	80	83.13
3.86	3.86	3.86	3.86	2.79	3.86	3.86	80	80	80	80	76.83
3.86	3.86	3.86	3.86	4.67	3.86	3.86	80	80	80	80	80.91
3.86	3.86	3.86	3.86	5.6	3.86	3.86	80	80	80	80	82.14
3.86	3.86	3.86	3.86	4.49	3.86	3.86	80	80	80	80	80.82
3.87	3.87	3.87	3.87	3.43	3.87	3.87	80	80	80	80	82.07
3.87	3.87	3.87	3.87	4.23	3.87	3.87	80	80	80	80	81.41
3.87	3.87	3.87	3.87	2.89	3.87	3.87	80	80	80	80	79.44
3.87	3.87	3.87	3.87	3.63	3.87	3.87	80	80	80	80	79.98
3.87	3.87	3.87	3.87	5.03	3.87	3.87	80	80	80	80	79.23
3.87	3.87	3.87	3.87	3.11	3.87	3.87	80	80	80	80	77.92
3.87	3.87	3.87	3.87	2.07	3.87	3.87	80	80	80	80	80.24
3.87	3.87	3.87	3.87	3.94	3.87	3.87	80	80	80	80	79.34
3.87	3.87	3.87	3.87	5.09	3.87	3.87	80	80	80	80	78.89
3.87	3.87	3.87	3.87	3.44	3.87	3.87	80	80	80	80	79.89
3.88	3.88	3.88	3.88	3.56	3.88	3.88	80	80	80	80	82.49
3.88	3.88	3.88	3.88	4.65	3.88	3.88	80	80	80	80	78.87
3.88	3.88	3.88	3.88	2.77	3.88	3.88	80	80	80	80	78.97
3.88	3.88	3.88	3.88	3.29	3.88	3.88	80	80	80	80	82.57
3.88	3.88	3.88	3.88	3.05	3.88	3.88	80	80	80	80	80.92
3.88	3.88	3.88	3.88	3.63	3.88	3.88	3.88	3.88	3.88	3.88	1.69
3.88	3.88	3.88	3.88	4.33	3.88	3.88	3.88	3.88	3.88	3.88	6.74
3.88	3.88	3.88	3.88	5.14	3.88	3.88	3.88	3.88	3.88	3.88	1.3
3.88	3.88	3.88	3.88	3.54	3.88	3.88	3.88	3.88	3.88	3.88	5.64
3.88	3.88	3.88	3.88	4.5	3.88	3.88	3.88	3.88	3.88	3.88	4.13
3.89	3.89	3.89	3.89	4.51	3.89	3.89	3.89	3.89	3.89	3.89	6.21
3.89	3.89	3.89	3.89	3.61	3.89	3.89	3.89	3.89	3.89	3.89	5.72
3.89	3.89	3.89	3.89	2.75	3.89	3.89	3.89	3.89	3.89	3.89	5.05
3.89	3.89	3.89	3.89	3.03	3.89	3.89	3.89	3.89	3.89	3.89	5.4
3.89	3.89	3.89	3.89	2.52	3.89	3.89	3.89	3.89	3.89	3.89	3.82
3.89	3.89	3.89	3.89	6.1	3.89	3.89	3.89	3.89	3.89	3.89	2.8
3.89	3.89	3.89	3.89	4.71	3.89	3.89	3.89	3.89	3.89	3.89	6.01
3.89	3.89	3.89	3.89	3.13	3.89	3.89	3.89	3.89	3.89	3.89	3.39
3.89	3.89	3.89	3.89	5.18	3.89	3.89	3.89	3.89	3.89	3.89	3.33
3.89	3.89	3.89	3.89	3.65	3.89	3.89	3.89	3.89	3.89	3.89	4.73
3.9	3.9	3.9	3.9	3.49	3.9	3.9	3.9	3.9	3.9	3.9	4.2
3.9	3.9	3.9	3.9	4.54	3.9	3.9	3.9	3.9	3.9	3.9	3.86
3.9	3.9	3.9	3.9	3.22	3.9	3.9	3.9	3.9	3.9	3.9	3.08
3.9	3.9	3.9	3.9	3.95	3.9	3.9	3.9	3.9	3.9	3.9	0.65
3.9	3.9	3.9	3.9	5.29	3.9	3.9	3.9	3.9	3.9	3.9	4.37
3.9	3.9	3.9	3.9	1.63	3.9	3.9	3.9	3.9	3.9	3.9	3.12
3.9	3.9	3.9	3.9	3.33	3.9	3.9	3.9	3.9	3.9	3.9	4.87
3.9	3.9	3.9	3.9	4.72	3.9	3.9	3.9	3.9	3.9	3.9	6
3.9	3.9	3.9	3.9	3.74	3.9	3.9	3.9	3.9	3.9	3.9	5.38
3.9	3.9	3.9	3.9	3.81	3.9	3.9	3.9	3.9	3.9	3.9	2.31
3.91	3.91	3.91	3.91	2.07	3.91	3.91	3.91	3.91	3.91	3.91	2.32
3.91	3.91	3.91	3.91	3.65	3.91	3.91	3.91	3.91	3.91	3.91	2.64
3.91	3.91	3.91	3.91	2.1	3.91	3.91	3.91	3.91	3.91	3.91	4.27
3.91	3.91	3.91	3.91	3.38	3.91	3.91	3.91	3.91	3.91	3.91	3.88
3.91	3.91	3.91	3.91	3.6	3.91	3.91	3.91	3.91	3.91	3.91	4.14
3.91	3.91	3.91	3.91	4.74	3.91	3.91	3.91	3.91	3.91	3.91	4.33
3.91	3.91	3.91	3.91	5.57	3.91	3.91	3.91	3.91	3.91	3.91	3.68
3.91	3.91	3.91	3.91	3.22	3.91	3.91	3.91	3.91	3.91	3.91	3.57
3.91	3.91	3.91	3.91	3.91	3.91	3.91	3.91	3.91	3.91	3.91	2.81
3.91	3.91	3.91	3.91	4.87	3.91	3.91	3.91	3.91	3.91	3.91	6.11
3.92	3.92	3.92	3.92	2.64	3.92	3.92	3.92	3.92	3.92	3.92	3.87
3.92	3.92	3.92	3.92	6.07	3.92	3.92	3.92	3.92	3.92	3.92	5.66
3.92	3.92	3.92	3.92	4.45	3.92	3.92	3.92	3.92	3.92	3.92	6.81
3.92	3.92	3.92	3.92	4.29	3.92	3.92	3.92	3.92	3.92	3.92	4.43
3.92	3.92	3.92	3.92	4.58	3.92	3.92	3.92	3.92	3.92	3.92	5.83
3.92	3.92	3.92	3.92	1.33	3.92	3.92	3.92	3.92	3.92	3.92	4.55
3.92	3.92	3.92	3.92	3.67	3.92	3.92	3.92	3.92	3.92	3.92	0.39
3.92	3.92	3.92	3.92	3.68	3.92	3.92	3.92	3.92	3.92	3.92	6.84
3.92	3.92	3.92	3.92	3.67	3.92	3.92	3.92	3.92	3.92	3.92	5.87
3.92	3.92	3.92	3.92	6.48	3.92	3.92	3.92	3.92	3.92	3.92	5.84
3.93	3.93	3.93	3.93	3.98	3.93	3.93	3.93	3.93	3.93	3.93	0.64
3.93	3.93	3.93	3.93	4.75	3.93	3.93	3.93	3.93	3.93	3.93	3.09
3.93	3.93	3.93	3.93	3.94	3.93	3.93	3.93	3.93	3.93	3.93	5.92
3.93	3.93	3.93	3.93	4.23	3.93	3.93	3.93	3.93	3.93	3.93	3.25
3.93	3.93	3.93	3.93	4.09	3.93	3.93	3.93	3.93	3.93	3.93	6.29
3.93	3.93	3.93	3.93	3.34	3.93	3.93	3.93	3.93	3.93	3.93	4.38
